5.895871191434046699e-01,1.643013298234223214e+02,2.211807195630286458e+02
4.942707837778420044e-01,1.447982132226309773e+02,2.159589697596323106e+02
5.623323306523769771e-01,1.615222067168523949e+02,2.269659609855611393e+02
5.978599303779797980e-01,1.504735513856720672e+02,1.803680619225178816e+02
6.607293513851633104e-01,1.660836195076423962e+02,1.956552358917899141e+02
5.890392853500837633e-01,1.671927477607089259e+02,2.292400165645975392e+02
5.242998184502405401e-01,1.539861454262393750e+02,2.258923343640376515e+02
6.082026279862683404e-01,1.592977643104112531e+02,1.994209231090322021e+02
5.994007248104136210e-01,1.596348262953428616e+02,2.041664179568774387e+02
6.357952990828490414e-01,1.705591078235366638e+02,2.170276928096746190e+02
5.839353936903024511e-01,1.607207893642818988e+02,2.141656147227288329e+02
4.865994612039233891e-01,1.381263220529326077e+02,2.001942765183332540e+02
5.694166236570536999e-01,1.592566997706290692e+02,2.171482115653193716e+02
5.350823490930649573e-01,1.481666981173956970e+02,2.032787207991976572e+02
6.828568208290423103e-01,1.729887507840905130e+02,2.045272223537024843e+02
5.874316233059645453e-01,1.686978075498304861e+02,2.340839809360599588e+02
6.369328692285179949e-01,1.623438310185403850e+02,1.954351152460184835e+02
6.643243489933917667e-01,1.648627023396923619e+02,1.912362267003540239e+02
5.572652738475160072e-01,1.552718280027977187e+02,2.121111765191517975e+02
6.362436095107831813e-01,1.682904765796884305e+02,2.110043747924865727e+02
4.785667097228116784e-01,1.418610692007724481e+02,2.164976523360569161e+02
5.151914432614678185e-01,1.499467146930680883e+02,2.192047360141920365e+02
5.863735761139975411e-01,1.609477063241311043e+02,2.136350593879412543e+02
5.916692743590392656e-01,1.568747017753449029e+02,2.002214197522397967e+02
4.187462343019917599e-01,1.265782912467893766e+02,2.070650714809172825e+02
5.497908206421259214e-01,1.542239293681937227e+02,2.129453059207068577e+02
6.250837165315905608e-01,1.649872543924512627e+02,2.071390525384770740e+02
6.087160418489234726e-01,1.593564311997133132e+02,1.993550586697793676e+02
5.774891838018484380e-01,1.628956272652283985e+02,2.231788061144771973e+02
6.464621164350446980e-01,1.642684731388046941e+02,1.965798075099141613e+02
4.593613194776687836e-01,1.338269957181720997e+02,2.033672896453204544e+02
6.356606141429869128e-01,1.606429574532226070e+02,1.915686262533924946e+02
5.547033817517779131e-01,1.510900738160578953e+02,2.016775592879597525e+02
6.647093642332513319e-01,1.737200411767770447e+02,2.132749522075675657e+02
6.090307994407890835e-01,1.641181732977971706e+02,2.118000597620749659e+02
5.314250144167433909e-01,1.424262123728654217e+02,1.886418653507605541e+02
5.638702181141826975e-01,1.527234262496612303e+02,2.017795134021388890e+02
5.667125403685063789e-01,1.622742215140057453e+02,2.268248597861466465e+02
5.646118473502990120e-01,1.459759677046961315e+02,1.827256752184680693e+02
5.534835531246666829e-01,1.546307518250489181e+02,2.122156174997376468e+02
5.673366573729203832e-01,1.587703180816114923e+02,2.168298985702950006e+02
5.393532420631075297e-01,1.569516405662307932e+02,2.261589026403934497e+02
5.747404630180755758e-01,1.536239563231517877e+02,1.991242473598461800e+02
5.726760528266475747e-01,1.556627601026141292e+02,2.056867354013403144e+02
6.977996160330940389e-01,1.790176904868617953e+02,2.137712219451873636e+02
5.195098905297577119e-01,1.385339256421202947e+02,1.834042011010577653e+02
5.115493379243890582e-01,1.393683982663969516e+02,1.900196514231935510e+02
5.415225898793958326e-01,1.497020743617801202e+02,2.043562116884296245e+02
6.125336567641554986e-01,1.562093786875039712e+02,1.894386311108752068e+02
6.085319424476016703e-01,1.578885923175724884e+02,1.955543212137833677e+02
7.467406366314228716e-01,1.830583441078340172e+02,2.064090291910586075e+02
7.125704936176744386e-01,1.756697246325308015e+02,2.004068783830231837e+02
6.145366271879350029e-01,1.547243787358363818e+02,1.847059795144851932e+02
6.318218697578852350e-01,1.599070733664678414e+02,1.912034735408360575e+02
5.122279272103748005e-01,1.396433732793013576e+02,1.904705200707038557e+02
5.624379320047401265e-01,1.450673358986973369e+02,1.812008278038990738e+02
6.785124339757307999e-01,1.636762603586407749e+02,1.831118986277066938e+02
7.130327451605874556e-01,1.725245353740197345e+02,1.926908640503309869e+02
5.352112620914689645e-01,1.532352205930307605e+02,2.177506812173469655e+02
6.286169306182944894e-01,1.671896111265141656e+02,2.113613758383617096e+02
5.428882807825367030e-01,1.493863797969593747e+02,2.027635782302798759e+02
6.305517203264653370e-01,1.665489884833621659e+02,2.088886949516769107e+02
6.990524988600743672e-01,1.783257799132163370e+02,2.116297312106549953e+02
5.882798648364591099e-01,1.604866568747839608e+02,2.115008484556719566e+02
5.359939442004877375e-01,1.524872582851165816e+02,2.151891715713345263e+02
5.609812367558811852e-01,1.493332776162536106e+02,1.937409521751646935e+02
